LOGRECNO,GEOID,Population 15 years and over in the United States,Median income 
23904,86000US41603,1149,16430
23905,86000US41604,382,10034
23906,86000US41605,559,17695
23907,86000US41606,546,21786
23908,86000US41607,374,4579
23909,86000US41612,41,15833
23910,86000US41615,433,32838
23911,86000US41616,646,16535
23912,86000US41619,491,21548
23913,86000US41621,343,12101
23914,86000US41622,370,11458
23915,86000US41630,1014,14685
23916,86000US41631,1046,14167
23917,86000US41632,604,11086
23918,86000US41635,2358,14111
23919,86000US41636,811,13739
23920,86000US41640,736,16667
23921,86000US41642,429,15361
23922,86000US41643,284,15417
23923,86000US41645,1028,23254
23924,86000US41647,1183,19263
23925,86000US41649,2307,15577
23926,86000US41650,310,11302
23927,86000US41653,10074,17701
23928,86000US41655,566,40078
23929,86000US41659,277,30658
23930,86000US41660,690,13005
23931,86000US41663,589,25126
23932,86000US41666,748,16272
23933,86000US41667,499,15585
23934,86000US41669,1068,11996
23935,86000US41701,14250,19612
23936,86000US41712,226,19265
23937,86000US41713,0,.
23938,86000US41714,209,16210
23939,86000US41719,783,14167
23940,86000US41721,543,13235
23941,86000US41722,1420,17348
23942,86000US41723,1234,11144
23943,86000US41725,87,22176
23944,86000US41727,455,10313
23945,86000US41729,260,4902
23946,86000US41731,910,15406
23947,86000US41735,104,9696
23948,86000US41739,115,57823
23949,86000US41740,766,29219
23950,86000US41745,34,9200
23951,86000US41746,624,11740
23952,86000US41749,2822,15397
23953,86000US41751,349,29000
23954,86000US41754,268,16923
23955,86000US41759,259,26964
23956,86000US41760,9,.
23957,86000US41762,219,22625
23958,86000US41763,534,17361
23959,86000US41764,673,16293
23960,86000US41766,116,29063
23961,86000US41772,202,18235
23962,86000US41773,1218,17833
23963,86000US41774,2045,17155
23964,86000US41775,46,14583
23965,86000US41776,1145,19428
23966,86000US41777,925,24458
23967,86000US41804,895,18935
23968,86000US41810,369,18551
23969,86000US41812,325,10682
23970,86000US41815,418,19612
23971,86000US41817,280,15976
23972,86000US41819,208,9426
23973,86000US41821,587,17344
23974,86000US41822,1883,17000
23975,86000US41824,807,18900
23976,86000US41825,370,14063
23977,86000US41826,747,17885
23978,86000US41828,866,14375
23979,86000US41831,744,23105
23980,86000US41832,464,16806
23981,86000US41833,185,10882
23982,86000US41834,605,18496
23983,86000US41835,882,16898
23984,86000US41836,718,16382
23985,86000US41837,415,22232
23986,86000US41838,293,15921
23987,86000US41839,1089,16153
23988,86000US41840,1254,15208
23989,86000US41843,525,20329
23990,86000US41844,1462,9409
23991,86000US41845,83,12750
23992,86000US41847,381,17863
23993,86000US41848,18,.
23994,86000US41849,143,60559
23995,86000US41855,477,22325
23996,86000US41858,6470,21082
23997,86000US41859,326,21579
23998,86000US41861,191,22733
23999,86000US41862,674,12414
24000,86000US42001,22838,26252
24001,86000US42003,23788,20097
24002,86000US42020,1901,25169
24003,86000US42021,1316,17221
24004,86000US42022,50,42667
24005,86000US42023,2034,21127
24006,86000US42024,1263,20363
24007,86000US42025,16167,21938
24008,86000US42027,1780,21743
24009,86000US42028,526,21047
24010,86000US42029,5260,25577
24011,86000US42031,2751,16912
24012,86000US42032,207,16940
24013,86000US42035,747,25625
24014,86000US42036,914,21146
24015,86000US42037,0,.
24016,86000US42038,4701,20460
24017,86000US42039,1424,25292
24018,86000US42040,995,28977
24019,86000US42041,3809,19390
24020,86000US42044,2505,24288
24021,86000US42045,1560,17670
24022,86000US42047,116,20833
24023,86000US42048,1999,20182
24024,86000US42049,1503,22076
24025,86000US42050,2661,15919
24026,86000US42051,2113,24589
24027,86000US42053,3868,23232
24028,86000US42054,807,26131
24029,86000US42055,2309,20900
24030,86000US42056,2030,23896
24031,86000US42058,1687,23550
24032,86000US42060,96,24000
24033,86000US42061,92,66618
24034,86000US42064,6675,20651
24035,86000US42066,18875,20057
24036,86000US42069,635,32407
24037,86000US42071,25319,17601
24038,86000US42076,855,21955
24039,86000US42078,1589,18094
24040,86000US42079,1153,14745
24041,86000US42081,2267,23306
24042,86000US42082,1472,17366
24043,86000US42083,318,19872
24044,86000US42084,141,14129
24045,86000US42085,640,19665
24046,86000US42086,3633,24762
24047,86000US42087,1886,21857
24048,86000US42088,2030,24803
24049,86000US42101,45862,16850
24050,86000US42102,37,.
24051,86000US42103,15987,29117
24052,86000US42104,24401,26203
24053,86000US42120,2093,15438
24054,86000US42122,3635,32594
24055,86000US42123,793,18146
24056,86000US42124,71,2499
24057,86000US42127,4804,19952
24058,86000US42129,5541,18224
24059,86000US42130,84,22500
24060,86000US42133,1060,17370
24061,86000US42134,13166,19255
24062,86000US42140,1105,15816
24063,86000US42141,24994,19515
24064,86000US42151,151,19615
24065,86000US42153,169,14330
24066,86000US42154,597,16292
24067,86000US42156,189,24087
24068,86000US42157,218,16111
24069,86000US42159,1079,25583
24070,86000US42160,1388,21233
24071,86000US42163,64,7000
24072,86000US42164,13398,22987
24073,86000US42166,1875,19242
24074,86000US42167,6714,17526
24075,86000US42170,1127,17784
24076,86000US42171,5205,22958
24077,86000US42202,2001,17423
24078,86000US42204,344,33250
24079,86000US42206,4472,24158
24080,86000US42207,1384,20168
24081,86000US42210,3157,17367
24082,86000US42211,10777,22472
24083,86000US42214,439,19567
24084,86000US42215,1026,31685
24085,86000US42217,3087,23796
24086,86000US42220,5291,19244
24087,86000US42223,13590,25720
24088,86000US42232,412,19444
24089,86000US42234,2142,19771
24090,86000US42236,524,23750
24091,86000US42240,34475,21210
24092,86000US42254,157,17500
24093,86000US42256,3815,21910
24094,86000US42259,1004,15373
24095,86000US42261,8854,20392
24096,86000US42262,5686,26364
24097,86000US42265,964,29479
24098,86000US42266,1696,26331
24099,86000US42273,314,27813
24100,86000US42274,1728,28314
24101,86000US42275,502,12875
24102,86000US42276,11265,18002
24103,86000US42280,324,18125
24104,86000US42285,377,34861
24105,86000US42286,881,27734
24106,86000US42301,33703,23556
24107,86000US42303,31053,22496
24108,86000US42320,6944,19081
24109,86000US42321,218,7450
24110,86000US42322,0,.
24111,86000US42323,755,22031
24112,86000US42324,1162,21363
24113,86000US42325,1890,20683
24114,86000US42326,529,12358
24115,86000US42327,3297,21808
24116,86000US42328,1252,18285
24117,86000US42330,8230,16212
24118,86000US42332,168,9955
24119,86000US42333,848,17721
24120,86000US42337,1389,16481
24121,86000US42338,105,35313
24122,86000US42339,609,25250
24123,86000US42343,1472,15663
24124,86000US42344,825,17355
24125,86000US42345,9054,24637
24126,86000US42347,4764,19986
24127,86000US42348,4397,24227
24128,86000US42349,1018,16280
24129,86000US42350,1201,22252
24130,86000US42351,2894,28147
24131,86000US42352,1495,17534
24132,86000US42354,199,22438
24133,86000US42355,1485,26655
24134,86000US42356,131,7679
24135,86000US42361,377,30809
24136,86000US42366,4782,28513
24137,86000US42367,509,18718
24138,86000US42368,1020,21957
24139,86000US42369,276,17500
24140,86000US42370,0,.
24141,86000US42371,508,24730
24142,86000US42372,1355,19286
24143,86000US42374,142,14583
24144,86000US42376,4551,26309
24145,86000US42378,2316,26689
24146,86000US42404,2279,22120
24147,86000US42406,3040,29398
24148,86000US42408,5370,20780
24149,86000US42409,2024,20000
24150,86000US42410,1124,18415
24151,86000US42411,1492,20330
24152,86000US42413,2847,29838
24153,86000US42420,30479,22391
24154,86000US42431,21306,21618
24155,86000US42436,884,26875
24156,86000US42437,7302,18367
24157,86000US42440,621,17829
24158,86000US42441,1280,23347
24159,86000US42442,2873,21250
24160,86000US42445,8759,19428
24161,86000US42450,3137,18525
24162,86000US42451,822,18258
24163,86000US42452,1789,27238
24164,86000US42453,512,21016
24165,86000US42455,2625,25124
24166,86000US42456,1081,21816
24167,86000US42458,877,27857
24168,86000US42459,3645,22438
24169,86000US42461,996,18182
24170,86000US42462,849,30154
24171,86000US42463,104,21875
24172,86000US42464,1696,17188
24173,86000US42501,14173,16278
24174,86000US42503,19852,21815
24175,86000US42516,454,11806
24176,86000US42518,2467,21602
24177,86000US42519,2450,13489
24178,86000US42528,1229,21302
24179,86000US42533,714,18519
24180,86000US42539,8041,16398
24181,86000US42541,703,22181
24182,86000US42544,4989,17031
24183,86000US42553,3607,20890
24184,86000US42565,521,19063
24185,86000US42566,438,14563
24186,86000US42567,4743,15932
24187,86000US42602,8219,16198
24188,86000US42603,123,17885
24189,86000US42629,4348,16360
24190,86000US42631,85,.
24191,86000US42633,16208,15217
24192,86000US42634,1204,10563
24193,86000US42635,4344,11024
24194,86000US42638,182,8967
24195,86000US42642,9591,16928
24196,86000US42647,3386,15908
24197,86000US42649,1925,11048
24198,86000US42653,3505,11754
24199,86000US42701,38609,26816
24200,86000US42712,1329,19290
24201,86000US42713,1043,19551
24202,86000US42715,285,21087
24203,86000US42716,1443,21125
24204,86000US42717,5464,17116
24205,86000US42718,19482,19352
24206,86000US42721,3344,15849
24207,86000US42722,492,21445
24208,86000US42724,3611,30304
24209,86000US42726,3911,20264
24210,86000US42728,13066,17324
24211,86000US42729,1282,21348
24212,86000US42731,153,33580
24213,86000US42732,1652,21008
24214,86000US42733,1348,17203
24215,86000US42740,1546,29850
24216,86000US42741,490,26467
24217,86000US42743,7457,17948
24218,86000US42746,1898,19579
24219,86000US42748,6979,20000
24220,86000US42749,4040,18059
24221,86000US42753,544,19769
24222,86000US42754,12283,18840
24223,86000US42757,2391,23440
24224,86000US42758,70,31667
24225,86000US42762,392,28363
24226,86000US42764,355,22708
24227,86000US42765,4767,16305
24228,86000US42776,1959,23063
24229,86000US42782,914,13843
24230,86000US42784,2297,18750
24231,86000US42788,316,21591
24232,86000US43001,1841,39735
24233,86000US43002,2087,42652
24234,86000US43003,2069,24573
24235,86000US43004,18264,38786
24236,86000US43005,150,11316
24237,86000US43006,436,16071
24238,86000US43008,1904,16883
24239,86000US43009,1755,19605
24240,86000US43010,227,21500
24241,86000US43011,5979,31616
24242,86000US43013,715,42566
24243,86000US43014,2987,22483
24244,86000US43015,39467,31893
24245,86000US43016,26980,48394
24246,86000US43017,29481,47048
24247,86000US43019,6807,29330
24248,86000US43021,7912,47104
24249,86000US43022,3821,15972
24250,86000US43023,10284,27284
24251,86000US43025,5029,25270
24252,86000US43026,43941,39679
24253,86000US43028,5864,34456
24254,86000US43029,411,16736
24255,86000US43030,180,29329
24256,86000US43031,9823,33646
24257,86000US43032,102,12222
24258,86000US43033,345,25038
24259,86000US43035,17897,49594
24260,86000US43036,240,22500
24261,86000US43037,333,20208
24262,86000US43040,25365,30311
24263,86000US43044,4033,29711
24264,86000US43045,1399,29911
24265,86000US43046,2828,29007
24266,86000US43050,23597,22327
24267,86000US43054,15457,54740
24268,86000US43055,48128,23217
24269,86000US43056,13720,25654
24270,86000US43060,1950,30196
24271,86000US43061,3151,35756
24272,86000US43062,21430,32871
24273,86000US43064,9779,33839
24274,86000US43065,29168,50656
24275,86000US43066,1174,37888
24276,86000US43067,965,35640
24277,86000US43068,41200,30087
24278,86000US43070,78,28750
24279,86000US43071,1925,24003
24280,86000US43072,4914,25095
24281,86000US43074,9578,34619
24282,86000US43076,7989,24188
24283,86000US43077,185,23056
24284,86000US43078,16831,23797
24285,86000US43080,4499,26999
24286,86000US43081,45339,35765
24287,86000US43082,23588,50968
24288,86000US43084,653,31019
24289,86000US43085,18240,42292
24290,86000US43101,282,15862
24291,86000US43102,3597,27990
24292,86000US43103,8617,30644
24293,86000US43105,6623,31707
24294,86000US43106,1169,22973
24295,86000US43107,2702,23454
24296,86000US43109,121,16897
24297,86000US43110,25865,32247
24298,86000US43111,139,14950
24299,86000US43112,3454,33069
24300,86000US43113,19520,22810
24301,86000US43115,1116,24469
24302,86000US43116,844,43854
24303,86000US43117,0,.
24304,86000US43119,20547,30109
24305,86000US43123,47140,32647
24306,86000US43125,9884,30532
24307,86000US43126,295,25588
24308,86000US43127,83,33068
24309,86000US43128,1775,21122
24310,86000US43130,48424,22557
24311,86000US43135,3207,21158
24312,86000US43136,467,19063
24313,86000US43137,1629,25675
24314,86000US43138,15069,22840
24315,86000US43140,20292,26391
24316,86000US43142,113,16771
24317,86000US43143,4460,26158
24318,86000US43144,395,22917
24319,86000US43145,1236,26856
24320,86000US43146,11229,29556
24321,86000US43147,30358,39019
24322,86000US43148,1593,26000
24323,86000US43149,2536,22438
24324,86000US43150,2048,29275
24325,86000US43151,212,25000
24326,86000US43152,665,16923
24327,86000US43153,759,20778
24328,86000US43154,2308,28625
24329,86000US43155,1901,22443
24330,86000US43156,202,21146
24331,86000US43157,420,19583
24332,86000US43158,262,21389
24333,86000US43160,18031,20362
24334,86000US43162,5739,25487
24335,86000US43164,1878,28885
24336,86000US43201,27978,9901
24337,86000US43202,18477,24626
24338,86000US43203,5508,14620
24339,86000US43204,31536,22877
24340,86000US43205,10041,16667
24341,86000US43206,19145,25896
24342,86000US43207,36916,20787
24343,86000US43209,23025,28069
24344,86000US43210,10713,3083
24345,86000US43211,15367,15730
24346,86000US43212,16007,35776
24347,86000US43213,25426,22456
24348,86000US43214,22933,35154
24349,86000US43215,11848,30773
24350,86000US43217,1626,20719
24351,86000US43219,21068,20692
24352,86000US43220,21147,34626
24353,86000US43221,26399,44223
24354,86000US43222,3326,16375
24355,86000US43223,20218,17471
24356,86000US43224,29819,21065
24357,86000US43227,17075,22098
24358,86000US43228,40158,24939
24359,86000US43229,37189,23538
24360,86000US43230,43163,37269
24361,86000US43231,14866,27483
24362,86000US43232,33041,22492
24363,86000US43235,33642,36929
24364,86000US43240,2862,44500
24365,86000US43302,45304,19652
24366,86000US43310,2838,26320
24367,86000US43311,15361,24154
24368,86000US43314,2475,32687
24369,86000US43315,5930,27307
24370,86000US43316,4785,23556
24371,86000US43317,124,18000
24372,86000US43318,3128,24066
24373,86000US43319,796,33990
24374,86000US43320,1308,26207
24375,86000US43321,188,26250
24376,86000US43322,322,25238
24377,86000US43323,565,21563
24378,86000US43324,1907,30095
24379,86000US43326,10731,23544
24380,86000US43330,90,21250
24381,86000US43331,4059,21415
24382,86000US43332,1351,25573
24383,86000US43333,700,28867
24384,86000US43334,5389,26767
24385,86000US43336,0,.
24386,86000US43337,1152,25000
24387,86000US43338,8094,24936
24388,86000US43340,1465,22262
24389,86000US43341,891,29393
24390,86000US43342,2477,31205
24391,86000US43343,1183,20216
24392,86000US43344,4186,26181
24393,86000US43345,690,26125
24394,86000US43347,1143,27098
24395,86000US43348,1511,19244
24396,86000US43351,8682,22793
24397,86000US43356,774,30274
24398,86000US43357,3534,24619
24399,86000US43358,2237,27887
24400,86000US43359,609,22474
24401,86000US43360,1033,31581
24402,86000US43402,27164,20715
24403,86000US43403,5842,2499
24404,86000US43406,1377,25000
24405,86000US43407,687,23750
24406,86000US43408,223,19188
24407,86000US43410,8390,26550
24408,86000US43412,3597,32474
24409,86000US43413,1129,26414
24410,86000US43416,2383,23239
24411,86000US43420,24487,23856
24412,86000US43430,3985,27651
24413,86000US43431,3570,23741
24414,86000US43432,1142,30798
24415,86000US43433,71,6827
24416,86000US43434,178,16071
24417,86000US43435,1093,28378
24418,86000US43437,332,21776
